abaxial, dorsal
detractor, disparager
detractor, depreciator
detractor, knocker
diagnostician, pathologist
diarist, journalist
dick, gumshoe
dick, hawkshaw
dictator, potentate
dietician, dietitian
dietician, nutritionist
diemaker, diesinker
diemaker, die-sinker
differentiator, discriminator
dimwit, nitwit
dimwit, half-wit
dimwit, doofus
diplomat, diplomatist
director, manager
disbeliever, nonbeliever
disbeliever, unbeliever
disciple, adherent
disentangler, unraveler
disentangler, unraveller
dissenter, dissident
dissenter, protester
dissenter, objector
dissenter, contestant
distributor, distributer
diver, plunger
diver, frogman
ex-wife, ex
doctor, doc
doctor, physician
doctor, MD
doctor, Dr.
doctor, medico
doctor, Dr.
dodger, fox
dodger, slyboots
dodo, fogy
dodo, fogey
dodo, fossil
dogmatist, doctrinaire
dominus, dominie
dominus, domine
dominus, dominee
don, father
donor, giver
donor, presenter
donor, bestower
donor, conferrer
doorkeeper, doorman
doorkeeper, porter
doorkeeper, gatekeeper
doorkeeper, ostiary
doorkeeper, ostiary
doorkeeper, ostiarius
double, image
double, look-alike
double-crosser, double-dealer
double-crosser, two-timer
double-crosser, betrayer
double-crosser, traitor
dove, peacenik
draftee, conscript
draftee, inductee
draftsman, drawer
draftsman, draughtsman
draftsman, draftsperson
dragon, tartar
redcoat, lobsterback
dramatist, playwright
dressmaker, modiste
dressmaker, needlewoman
dressmaker, seamstress
dressmaker, sempstress
dribbler, driveller
dribbler, slobberer
dribbler, drooler
drinker, imbiber
drinker, toper
drinker, juicer
driveller, jabberer
drudge, peon
drudge, navvy
drunkard, drunk
drunkard, rummy
drunkard, sot
drunkard, inebriate
drunkard, wino
Druze, Druse
dry, prohibitionist
dueler, dueller
dueler, duelist
dueler, duellist
dumbbell, dummy
dumbbell, dope
dumbbell, boob
dumbbell, booby
dumbbell, pinhead
dunce, dunderhead
dunce, numskull
dunce, blockhead
dunce, bonehead
dunce, lunkhead
dunce, hammerhead
dunce, knucklehead
dunce, loggerhead
dunce, muttonhead
dunce, shithead
dunce, dumbass
dunce, fuckhead
dwarf, midget
dwarf, nanus
dynamiter, dynamitist
eater, feeder
eccentric, flake
eccentric, oddball
eccentric, geek
eclectic, eclecticist
econometrician, econometrist
economizer, economiser
educationist, educationalist
educator, pedagogue
educator, pedagog
effecter, effector
egalitarian, equalitarian
egocentric, egoist
egotist, egoist
egotist, swellhead
elder, senior
electrician, lineman
electrician, linesman
emancipator, manumitter
embezzler, defalcator
embezzler, peculator
emigrant, emigre
emigrant, emigree
emigrant, outgoer
emir, amir
emir, emeer
emir, ameer
emissary, envoy
conjurer, conjuror
enchantress, witch
enchantress, temptress
enchantress, siren
enchantress, Delilah
encyclopedist, encyclopaedist
enemy, foe
enemy, foeman
enemy, opposition
energizer, energiser
energizer, vitalizer
energizer, vitaliser
energizer, animator
endorser, indorser
enophile, oenophile
enthusiast, partisan
enthusiast, partizan
entomologist, bugologist
entomologist, bug-hunter
entrepreneur, enterpriser
environmentalist, conservationist
epicure, gourmet
epicure, gastronome
epicure, epicurean
epicure, foodie
epigone, epigon
escapist, dreamer
Eskimo, Esquimau
Eskimo, Inuit
Esquire, Esq
essayist, litterateur
esthete, aesthete
esthetician, aesthetician
esthetician, aesthetician
ethicist, ethician
etiologist, aetiologist
eunuch, castrate
evaluator, judge
evangelist, revivalist
evangelist, gospeler
evangelist, gospeller
examiner, inspector
examiner, tester
examiner, quizzer
exhibitor, exhibitioner
exhibitor, shower
exhibitionist, show-off
exhibitionist, flasher
exile, deportee
exile, expatriate
exile, expat
exorcist, exorciser
exploiter, user
explorer, adventurer
expositor, expounder
expurgator, bowdlerizer
expurgator, bowdleriser
exterminator, terminator
exterminator, eradicator
extrovert, extravert
fagot, faggot
fagot, fag
fagot, fairy
fagot, nance
fagot, pansy
fagot, queen
fagot, queer
fagot, poof
fagot, poove
fagot, pouf
fakir, fakeer
fakir, faqir
fakir, faquir
falangist, phalangist
falconer, hawker
fan, buff
fan, devotee
fan, lover
fanatic, fiend
fancier, enthusiast
fantast, futurist
farmer, husbandman
farmer, granger
farmer, sodbuster
farmhand, fieldhand
farrier, horseshoer
fatalist, determinist
fatalist, predestinarian
fatalist, predestinationist
father, begetter
Father, Padre
fatso, fatty
fatso, roly-poly
fatso, butterball
Fauve, fauvist
fellow, dude
fellow, buster
feminist, libber
fencer, swordsman
fiance, groom-to-be
fiancee, bride-to-be
fielder, fieldsman
filibuster, filibusterer
finagler, wangler
financier, moneyman
finder, discoverer
finder, spotter
fink, snitch
fink, snitcher
fink, stoolpigeon
fink, stoolie
fink, sneak
fink, sneaker
fink, canary
fire-eater, fire-swallower
fire-eater, hothead
fireman, firefighter
fireman, fire-eater
firstborn, eldest
fisherman, fisher
fishmonger, fishwife
flatfoot, patrolman
flatterer, adulator
flier, flyer
flogger, scourger
floorwalker, shopwalker
flop, dud
flop, washout
flunky, flunkey
flunky, stooge
flunky, yes-man
flutist, flautist
foe, enemy
fool, sap
fool, saphead
fool, muggins
fool, tomfool
footpad, padder
forebear, forbear
forecaster, predictor
forecaster, prognosticator
forecaster, soothsayer
forefather, father
forefather, sire
foreigner, alien
foreigner, noncitizen
foreigner, outlander
foreigner, outsider
foreman, chief
foreman, gaffer
foreman, honcho
foreman, boss
forester, arboriculturist
forewoman, forelady
forger, counterfeiter
foster-child, fosterling
founder, beginner
founder, father
Francophile, Francophil
freak, monster
freak, monstrosity
freedman, freedwoman
freelancer, freelance
freelancer, free-lance
freelancer, independent
freeman, freewoman
Freemason, Mason
freshman, fresher
friar, mendicant
monk, monastic
frontiersman, backwoodsman
front-runner, favorite
front-runner, favourite
frump, dog
fugitive, runaway
fugitive, fleer
gagman, gagster
gagman, gagwriter
Galilean, Galilaean
galvanizer, galvaniser
galvanizer, inspirer
galvanizer, galvaniser
games-master, games-mistress
gangster, mobster
gardener, nurseryman
garmentmaker, garment-worker
garroter, garrotter
garroter, strangler
garroter, throttler
garroter, choker
gasbag, windbag
gatecrasher, crasher
generator, source
generator, author
progenitor, primogenitor
genius, mastermind
genius, brain
genius, brainiac
genius, Einstein
geometer, geometrician
gerontologist, geriatrician
ghostwriter, ghost
giant, goliath
giant, behemoth
giant, monster
giant, colossus
giant, hulk
giant, heavyweight
giant, whale
girl, miss
girl, missy
girl, fille
girlfriend, girl
Girondist, Girondin
glutton, gourmand
glutton, gourmandizer
glutton, trencherman
gonif, goniff
gonif, ganef
gonif, ganof
goalkeeper, goalie
goalkeeper, goaltender
goalkeeper, netkeeper
goalkeeper, netminder
goffer, gopher
go-getter, whizz-kid
go-getter, whiz-kid
goldbeater, gold-beater
goldbrick, goof-off
goldbrick, ne'er-do-well
goldbrick, good-for-nothing
goldbrick, no-account
goldbrick, good-for-naught
goldsmith, goldworker
goldsmith, gold-worker
golfer, linksman
gondolier, gondoliere
goner, toast
gossip, gossiper
gossip, gossipmonger
gossip, rumormonger
gossip, rumourmonger
gossip, newsmonger
grammarian, syntactician
grandfather, gramps
grandfather, granddad
grandfather, grandad
grandfather, granddaddy
grandfather, grandpa
grandma, grandmother
grandma, granny
grandma, grannie
grandma, gran
grandma, nan
grandma, nanna
graverobber, ghoul
great-aunt, grandaunt
great-nephew, grandnephew
great-niece, grandniece
great-uncle, granduncle
greeter, saluter
greeter, welcomer
groom, bridegroom
groom, bridegroom
grouch, grump
grouch, crank
grouch, churl
grouch, crosspatch
groundsman, groundskeeper
groundsman, groundkeeper
guarantor, surety
guarantor, warrantor
guarantor, warranter
guerrilla, guerilla
guerrilla, irregular
guerrilla, insurgent
guest, invitee
gulper, guzzler
gunman, gunslinger
gunman, gun
gunman, triggerman
gunman, hitman
gunman, torpedo
gunman, shooter
gunrunner, arms-runner
guy, cat
guy, hombre
guy, bozo
gynecologist, gynaecologist
Gypsy, Gipsy
Gypsy, Romany
Gypsy, Rommany
Gypsy, Romani
Gypsy, Roma
Gypsy, Bohemian
hack, drudge
hack, hacker
hacker, cyber-terrorist
hacker, cyberpunk
hag, beldam
hag, beldame
hag, witch
hag, crone
hagiographer, hagiographist
hagiographer, hagiologist
hairdresser, hairstylist
hairdresser, stylist
hairdresser, styler
hajji, hadji
hajji, haji
hakim, hakeem
fathead, goof
fathead, goofball
fathead, bozo
fathead, jackass
fathead, goose
fathead, cuckoo
fathead, twat
fathead, zany
handmaid, handmaiden
harasser, harrier
harmonizer, harmoniser
harmonizer, harmoniser
harpist, harper
harpooner, harpooneer
harvester, reaper
has-been, back-number
Hasid, Hassid
Hasid, Chasid
Hasid, Chassid
hatmaker, hatter
hatmaker, milliner
hatmaker, modiste
hauler, haulier
head, chief
headhunter, head-shrinker
headliner, star
headman, chieftain
headman, chief
headmaster, schoolmaster
headmaster, master
headsman, headman
hearer, listener
hearer, auditor
hearer, attender
heathen, pagan
heathen, gentile
heathen, infidel
heckler, badgerer
hedger, equivocator
hedger, tergiversator
hedonist, pagan
heir, inheritor
heir, heritor
heiress, inheritress
heiress, inheritrix
hellion, heller
hellion, devil
hell-kite, hell-rooster
hell-kite, gamecock
helmsman, steersman
helmsman, steerer
helpmate, helpmeet
hematologist, haematologist
hemophiliac, haemophiliac
hemophiliac, bleeder
hemophiliac, hemophile
hemophiliac, haemophile
herald, trumpeter
herder, herdsman
herder, drover
heretic, misbeliever
hermaphrodite, intersex
hermaphrodite, gynandromorph
hermaphrodite, androgyne
hermaphrodite, epicene
hermit, recluse
hermit, solitary
hermit, solitudinarian
hermit, troglodyte
protagonist, agonist
heterosexual, straight
highflier, highflyer
high-muck-a-muck, pooh-bah
highjacker, highwayman
highjacker, hijacker
highjacker, hijacker
hiker, tramp
hiker, tramper
hillbilly, bushwhacker
hippie, hippy
hippie, hipster
hireling, pensionary
historian, historiographer
hitter, striker
hobbler, limper
hog, pig
holder, bearer
holdover, hangover
homebuilder, home-builder
homebuilder, housebuilder
homebuilder, house-builder
homeopath, homoeopath
homeowner, householder
homosexual, homophile
homosexual, homo
homosexual, gay
hood, hoodlum
hood, goon
hood, punk
hood, thug
hood, tough
hood, toughie
hood, strong-armer
hoofer, stepper
horseman, equestrian
horticulturist, plantsman
host, innkeeper
host, boniface
hostage, surety
hotelier, hotelkeeper
hotelier, hotelman
hotelier, hosteller
housewife, homemaker
housewrecker, housebreaker
huckster, cheap-jack
humanist, humanitarian
humanitarian, do-gooder
humanitarian, improver
humorist, humourist
humpback, hunchback
humpback, crookback
hunter, huntsman
husband, hubby
ex-husband, ex
hustler, operator
hypnotist, hypnotizer
hypnotist, hypnotiser
hypnotist, mesmerist
hypnotist, mesmerizer
hypocrite, dissembler
hypocrite, dissimulator
hypocrite, phony
hypocrite, phoney
hypocrite, pretender
idealist, dreamer
ideologist, ideologue
idiot, imbecile
idiot, cretin
idiot, moron
idiot, changeling
idiot, half-wit
idiot, retard
idler, loafer
idler, do-nothing
idler, layabout
idler, bum
idolater, idolizer
idolater, idoliser
idolizer, idoliser
illiterate, nonreader
imam, imaum
imp, scamp
imp, monkey
imp, rascal
imp, rapscallion
imp, scalawag
imp, scallywag
impersonator, imitator
import, importee
imposter, impostor
imposter, pretender
imposter, fake
imposter, faker
imposter, fraud
imposter, sham
imposter, shammer
imposter, pseudo
imposter, pseud
incumbent, officeholder
infantryman, marcher
infantryman, footslogger
informant, source
informer, betrayer
informer, rat
informer, squealer
informer, blabber
initiate, pundit
initiate, savant
in-law, relative-in-law
inoculator, vaccinator
inpatient, inmate
inquirer, enquirer
inquirer, questioner
inquirer, querier
inquirer, asker
inquisitor, interrogator
instigator, initiator
instigator, provoker
instigator, inciter
instigator, instigant
instigator, firebrand
instrument, pawn
instrument, cat's-paw
insurgent, insurrectionist
insurgent, rebel
interlocutor, middleman
intern, interne
intern, houseman
interpreter, translator
intruder, interloper
intruder, trespasser
invader, encroacher
invalid, shut-in
invalidator, voider
invalidator, nullifier
inventor, discoverer
inventor, artificer
ironmonger, hardwareman
irredentist, irridentist
islander, island-dweller
Ismaili, Ismailian
itinerant, gypsy
itinerant, gipsy
Javanese, Javan
jerk, dork
jester, fool
jewel, gem
jeweler, jeweller
jimdandy, jimhickey
jimdandy, crackerjack
jobber, middleman
jobber, wholesaler
joker, jokester
joker, turkey
jonah, jinx
judge, justice
judge, jurist
juggernaut, steamroller
Junior, Jr
Junior, Jnr
juror, juryman
juror, jurywoman
justiciar, justiciary
kaffir, kafir
kaffir, caffer
kaffir, caffre
kidnapper, kidnaper
kidnapper, abductor
kidnapper, snatcher
killer, slayer
king, Rex
king, queen
king, world-beater
kingpin, bigwig
relative, relation
kin, kinsperson
kin, family
enate, matrikin
enate, matrisib
agnate, patrikin
agnate, patrisib
kisser, osculator
Klansman, Kluxer
knower, apprehender
know-it-all, know-all
laborer, labourer
laborer, jack
lackey, flunky
lackey, flunkey
Lady, noblewoman
Lady, peeress
ladylove, dulcinea
lamb, dear
landlubber, lubber
landlubber, landsman
landlubber, landsman
landlubber, landman
landowner, landholder
lapidary, lapidist
lapidary, lapidarist
larcenist, larcener
lass, lassie
laudator, lauder
laudator, extoller
lawgiver, lawmaker
lawyer, attorney
layman, layperson
layman, secular
learner, scholar
learner, assimilator
leaseholder, lessee
lector, lecturer
lector, reader
lector, reader
leech, parasite
leech, sponge
leech, sponger
left-hander, lefty
left-hander, southpaw
legionnaire, legionary
lender, loaner
leper, lazar
lepidopterist, lepidopterologist
lesbian, tribade
leveler, leveller
lexicographer, lexicologist
liar, prevaricator
liberal, liberalist
liberal, progressive
libertine, debauchee
libertine, rounder
librarian, bibliothec
lie-abed, slugabed
lifeguard, lifesaver
lighterman, bargeman
lighterman, bargee
light-o'-love, light-of-love
linguist, polyglot
linkboy, linkman
liquidator, receiver
litigant, litigator
litterer, litterbug
locator, locater
lockmaster, lockman
lockmaster, lockkeeper
lodger, boarder
lodger, roomer
logician, logistician
logomach, logomachist
loiterer, lingerer
longer, thirster
longer, yearner
lookout, sentinel
lookout, sentry
lookout, watch
lookout, spotter
lookout, scout
lookout, picket
Lord, noble
Lord, nobleman
loser, also-ran
failure, loser
failure, nonstarter
loudmouth, blusterer
lout, clod
lout, stumblebum
lout, goon
lout, oaf
lout, lubber
lout, lummox
lout, lump
lout, gawk
lowerclassman, underclassman
loyalist, stalwart
luger, slider
lumberman, lumberjack
lumberman, logger
lumberman, feller
lumberman, faller
luminary, notable
luminary, notability
lunatic, madman
lunatic, maniac
lurker, skulker
lurker, lurcher
lutist, lutanist
lutist, lutenist
lyricist, lyrist
ma, mama
ma, mamma
ma, mom
ma, momma
ma, mommy
ma, mammy
ma, mum
ma, mummy
macebearer, mace
macebearer, macer
machinist, mechanic
maestro, master
magician, prestidigitator
magician, conjurer
magician, conjuror
magician, illusionist
magpie, scavenger
maharaja, maharajah
maharani, maharanee
maid, maiden
maid, maidservant
maid, housemaid
maid, amah
mailman, postman
mailman, carrier
major-domo, seneschal
maker, shaper
malingerer, skulker
malingerer, shammer
maltster, maltman
mandatary, mandatory
Mandaean, Mandean
maneuverer, manoeuvrer
Manichaean, Manichean
Manichaean, Manichee
mannequin, manikin
mannequin, mannikin
mannequin, manakin
mannequin, model
manikin, mannikin
manikin, homunculus
manufacturer, producer
Maquis, Maquisard
marauder, predator
marauder, vulture
marauder, piranha
marcher, parader
marchioness, marquise
Marine, leatherneck
mariner, seaman
mariner, tar
mariner, Jack-tar
mariner, Jack
mariner, seafarer
mariner, gob
marksman, sharpshooter
marquis, marquess
marshal, marshall
marshal, marshall
martinet, disciplinarian
martinet, moralist
martyr, sufferer
mason, stonemason
Masorete, Massorete
Masorete, Masorite
masquerader, masker
masquerader, masquer
master, professional
master, captain
master, skipper
masturbator, onanist
matchmaker, matcher
matriarch, materfamilias
maverick, rebel
meanie, meany
medalist, medallist
medalist, medallist
medium, spiritualist
medium, sensitive
melancholic, melancholiac
Melkite, Melchite
Melkite, Melchite
clansman, clanswoman
memorizer, memoriser
mender, repairer
mender, fixer
mensch, mensh
merchant, merchandiser
meshuggeneh, meshuggener
messenger, courier
mestizo, ladino
mezzo-soprano, mezzo
midwife, accoucheuse
migrant, migrator
mikado, tenno
militant, activist
militarist, warmonger
millenarian, millenarist
millenarian, chiliast
mime, mimer
mime, mummer
mime, pantomimer
mime, pantomimist
mimic, mimicker
miner, mineworker
misanthrope, misanthropist
missionary, missioner
missus, missis
model, poser
ideal, paragon
ideal, nonpareil
ideal, saint
ideal, apotheosis
ideal, nonesuch
ideal, nonsuch
modeler, modeller
Mogul, Moghul
Mohammedan, Muhammedan
Mohammedan, Muhammadan
monarchist, royalist
Monegasque, Monacan
monogamist, monogynist
monopolist, monopolizer
monopolist, monopoliser
monster, fiend
monster, devil
monster, demon
monster, ogre
moocher, mooch
moocher, cadger
moocher, scrounger
mortgagor, mortgager
mortician, undertaker
motorist, automobilist
mountebank, charlatan
mounter, climber
mourner, griever
mourner, sorrower
mourner, lamenter
mouthpiece, mouth
muckraker, mudslinger
muezzin, muazzin
muezzin, muadhdhin
mugwump, independent
mugwump, fencesitter
muleteer, skinner
Mullah, Mollah
Mullah, Mulla
murderer, liquidator
murderer, manslayer
muscleman, muscle
muser, muller
muser, ponderer
muser, ruminator
musician, instrumentalist
musician, player
mutant, mutation
mutant, variation
mutant, sport
mutilator, maimer
mutilator, mangler
mute, deaf-mute
mutterer, mumbler
mutterer, murmurer
muzhik, moujik
muzhik, mujik
muzhik, muzjik
mycophagist, mycophage
name, figure
nanny, nursemaid
nanny, nurse
narc, nark
narcissist, narcist
narrator, storyteller
narrator, teller
nawab, nabob
obstructionist, obstructor
obstructionist, obstructer
obstructionist, resister
obstructionist, thwarter
Nazarene, Ebionite
